price,area
198579,752
1428739,2872
803083,3187
2289176,4617
711681,1418
1124231,4481
39911,56
342311,1330
1646152,3313
361999,1410
372911,1454
452856,893
792323,3143
850947,3380
1540650,3099
614067,1220
527792,1045
514822,1019
54823,172
847256,1693
483011,1897
352479,1371
1013539,4035
596595,2355
1128161,2262
335367,1302
1020383,2044
1166804,2341
709064,1413
324703,1259
1572354,3163
333879,1296
689496,1373
489707,1924
894668,1789
400675,1565
784883,3113
776051,3078
744560,1485
1610163,3240
791083,3138
260967,1002
1143327,4558
1166311,2340
861448,1721
2232072,4501
847833,1694
226591,864
334967,1301
1194579,4765
1016019,4045
419687,1642
358305,702
467387,1834
738644,1473
1037595,4132
339335,1318
293703,1134
370831,1445
1123983,4480
582363,1156
370583,1444
1288903,5145
437131,1712
262703,1009
937066,1875
1648769,3318
1877862,3783
1603754,3227
827387,3285
523683,2061
2569436,5185
258983,994
309823,1199
927206,1855
267015,1027
599277,1190
891710,1783
478299,1878
240727,921
446803,1751
390919,1526
375543,1464
553769,1098
360167,1402
937559,1876
865581,1730
835015,1668
1672926,3367
120955,439
624268,1241
646605,1286
819451,3253
849955,3376
352882,691
2464275,4972
1063635,4237
1123913,2254
525667,2069
834331,3313
317855,1232
291223,1124
2015561,4062
1832506,3691
316023,1224
787611,3124
1156387,4611
339431,1319
1461770,2939
637731,1268
1074613,2154
2172419,4380
302680,589
370831,1445
364479,1420
298263,1153
787115,3122
851693,1702
649563,1292
1844574,3715
694919,1384
346375,1347
746043,2957
473339,1858
302135,1168
896827,3565
1314856,2641
1204995,4807
644633,1282
33502,43
836494,1671
346375,1347
718515,2846
288495,1113
982422,1967
679977,1354
309575,1198
897475,3567
278919,1075
249667,958
1719116,3461
1501703,3020
847475,3366
584443,2306
712667,1420
571517,1134
508555,2000
1949347,3928
1941611,3912
310663,1203
787194,1571
491443,1931
23575,46
369439,1440
328519,1275
479539,1883
716435,2837
960467,3821
44903,132
272375,1048
1187510,2383
344639,1340
1682141,3386
16247,8
94141,166
336111,1305
981436,1965
1137127,4533
684073,1362
293703,1134
327183,1269
1051442,2107
548483,2161
1103700,2213
1671447,3364
364219,1418
238247,911
2048440,4129
1751806,3527
615939,2433
551955,2175
788699,3129
1024820,2053
116327,420
580035,2287
1183255,4719
601803,2376
188907,713
690975,1376
1659463,3340
632649,1258
876491,3483
530131,2087
444571,1742
1048484,2101
1293283,5163
1850254,3727
389527,1521
524834,1039
693933,1382
922371,3668
806047,3198
409851,1602
3425777,6922
944431,3756
529271,1048
378023,1474
688851,1372
474653,938
259587,998
734852,1465
816475,3241
2232481,4502
1890187,3808
366119,1426
622635,2460
1709901,3442
1092361,2190
1816882,3659
248911,954
1148070,2303
705123,2792
1168776,2345
1096798,2199
708595,2806
241871,925
783166,1563
508307,1999
599277,1190
643963,2546
797547,1592
411587,1609
1080003,4303
2652108,5353
482515,1895
45895,136
474579,1863
845739,3359
781507,3100
1912372,3853
439859,1723
730171,2893
249311,955
413323,1616
339679,1320
519715,2045
382487,1492
731401,1458
789595,3132
1911622,3851
993761,1990
709987,2811
874455,1748
752448,1501
1588887,6354
271631,1045
1413151,5646
665595,2632
446555,1750
213707,813
564851,2227
1625939,3272
1579104,3177
367855,1433
503595,1980
82309,142
1048977,2102
331495,1287
722375,1440
650549,1294
510539,2008
736467,2919
94999,334
643123,2542
796561,1590
795879,3157
1367114,2747
1441557,2898
362742,711
270251,1041
701328,1397
934771,3718
1663407,3348
1161381,2330
918307,3651
685059,1364
160635,599
273367,1052
943355,3752
1554113,3126
727305,1450
419027,1639
1546073,3110
1988446,4007
164147,308
414563,1621
1836109,3698
1796517,3618
556419,2193
21177,18
424483,1661
1956742,3943
229815,877
842267,3345
15391,13
1694466,3411
569315,2245
376053,738
1311635,5237
809872,1617
287255,1108
353967,1377
345135,1342
356826,699
500619,1968
46639,139
2062244,4157
836258,1671
919879,3657
1035173,2074
942982,1887
27295,61
1969712,3969
1976121,3982
1062781,2130
2690478,5431
752107,1500
2904676,5865
876243,3482
1634813,3290
421304,829
1427412,2869
503483,996
260471,1000
1537692,3093
350495,1363
349503,1359
2026407,4084
1819688,3665
41679,119
1161099,4630
679636,1353
708595,2806
2762199,5576
695412,1385
356295,1387
1468179,2952
445563,1746
2028872,4089
363235,712
568875,2242
767771,3044
349007,1357
540610,1071
1092899,4355
836811,3323
954115,3796
516739,2033
321327,1246
2189097,4414
2014423,4060
950870,1903
786467,3120
996771,3968
838947,3331
345135,1342
1739329,3502
580475,2290
339831,1320
98085,174
308183,1193
838947,3331
261463,1004
339583,1319
995240,1993
1434655,2884
332391,1290
553939,2183
1344436,2701
596812,1185
323215,1253
723597,1442
812507,3225
269991,1039
1269807,5068
1038091,4134
635531,2512
84087,290
654834,1303
298263,1153
309327,1197
679636,1353
49367,150
545755,2150
451515,1770
319358,623
1639823,6560
315527,1222
451763,1771
213103,809
743067,2945
298167,1152
780208,1557
551707,2174
508059,1998
1807856,3641
500123,1966
288495,1113
194115,734
853923,3392
537652,1065
576259,2273
331895,1288
236015,902
334623,1299
403071,1575
256611,986
765759,1528
667804,1329
569563,2246
1945555,3920
283287,1092
135553,250
351896,689
634280,1261
609739,2408
540795,2130
775059,3074
352975,1373
22831,43
794998,1587
1024947,4081
484995,1905
852683,3387
37463,102
250799,961
590744,1173
988339,3934
559837,1110
339831,1320
2565340,5177
559344,1109
441843,1731
736672,1469
51103,157
1128611,4499
350247,1362
1045526,2095
1037939,4134
639210,1271
1679183,3380
725955,2876
2040704,4113
1728635,3480
804858,1607
931051,3703
868046,1735
318751,1235
256255,983
880371,1760
606267,2394
898963,3573
1781879,3588
762953,1522
318007,1232
328271,1274
318007,1232
484995,1905
674061,1342
604055,1200
757451,3003
1290699,2592
412083,1611
935019,3719
329663,1279
513763,2021
1600948,3221
572162,1135
1386000,2785
323959,1256
1150535,2308
287999,1111
288603,1115
898119,1796
400839,1566
906251,3603
2380381,4802
947171,3768
842267,3345
316615,1227
41431,118
277927,1071
356695,1388
1356420,2725
949803,3778
1040596,2085
579731,2287
762067,3021
434167,1701
1048011,4174
704627,2790
1357102,2727
33991,88
889738,1779
1894776,3817
1634320,3289
271135,1043
215927,821
647339,2559
792667,3145
199643,380
732403,2902
1032635,4112
880459,3499
605686,1203
390671,1525
1050949,2106
484003,1901
781194,1559
1393395,2800
660409,1314
1602768,3225
956786,1915
1280194,2571
823171,3268
666187,2635
1484941,2986
365223,1423
728291,1452
420019,1643
550467,2169
929715,3697
69703,232
2000771,4032
293951,1135
590744,1173
297271,1149
287351,1109
672734,1339
540547,2129
963291,3833
200052,381
1379671,5511
951635,3786
357039,1390
920291,3659
963195,3832
352079,1370
278079,1071
822197,1642
315623,1223
534843,2106
468379,1838
1270334,2551
272523,528
374895,1462
255111,979
712219,2820
363639,1416
626355,2475
301143,1164
266919,1026
2085567,4204
546526,1083
377375,1472
1644180,3309
840438,1679
673875,2666
275943,1063
479539,1883
196347,743
341899,1328
1047005,2098
591635,2335
320087,1241
392159,1531
130875,479
1515507,3048
869934,1739
540299,2128
1104307,4401
838466,1675
299159,1156
672734,1339
734936,1465
840354,1679
950377,1902
353319,1375
1497759,3012
599618,1191
589651,2327
1272610,2555
926220,1853
1816730,3659
727691,2883
264191,1015
186179,702
662123,2618
992059,3949
950795,3782
1020731,4064
517979,2038
384967,1502
330503,1283
567573,1126
621795,2456
384471,1500
54079,169
430931,1687
1445994,2907
312647,1211
1133773,2274
822179,3264
174771,656
363143,1414
839291,3333
2070284,4173
1878848,3785
533851,2102
1734058,3491
267167,1027
1002142,2007
370679,1445
2049578,4131
619659,2448
26799,59
442999,1736
886907,3525
1186676,2381
603069,1198
606520,1205
183783,348
538563,2121
1260133,2530
988739,3935
879385,1758
879219,3494
759995,1516
936507,3725
458459,1798
342903,1333
539965,1070
1256037,2522
530379,2088
445479,1746
779275,3091
1587637,3194
554187,2184
2301501,4642
334871,1300
756628,1509
226107,863
1370072,2753
1280139,5110
856155,3401
355055,1382
443083,1736
796139,3159
929563,3697
313391,1214
728187,2885
704627,1404
526163,2071
651307,2575
1899554,3827
1332604,2677
472843,1856
22087,40
1119476,2245
1935779,3900
507067,1994
230559,880
782747,3105
568559,1128
1055203,4203
114343,412
362895,1413
1827083,3680
263943,1014
696975,1388
489831,968
76886,131
509547,2004
763294,1523
1408033,2830
686867,2719
1536365,3090
962051,3828
494419,1943
835819,3319
117805,214
1810814,3647
1149549,2306
1513535,3044
301887,1167
1180115,2368
1170523,4668
1904484,3837
338591,1315
814243,3232
702891,1400
770595,3056
733373,1462
652028,1297
756211,2998
666325,1326
387695,1513
724006,1443
1251951,4996
584335,1160
727950,1451
865483,3438
344887,1341
627099,2478
756955,3001
548235,2160
913691,3633
592131,2337
1695452,3413
275351,1060
901043,3582
1570723,3160
868803,3452
15639,14
1112081,2230
738303,1472
643647,1280
1065371,4244
345631,1344
1179622,2367
1301963,5198
965660,1933
899211,3574
658003,2602
253127,971
375639,1465
456155,900
26799,59
764023,1524
1268362,2547
320239,1241
809931,3214
114011,411
1221034,2451
216187,823
597305,1186
620476,1233
848371,3369
349599,1360
395135,1543
323807,1256
1865196,3757
320099,1242
415236,817
902423,3586
921627,3665
1785671,3596
611602,1215
611971,2417
922771,3669
711188,1417
879963,3497
941867,3746
897133,1794
1764472,3553
771334,1539
846731,3363
975583,3881
701328,1397
341167,1326
991067,3945
231067,883
805315,3196
947171,3768
574475,1140
251543,964
586800,1165
29031,68
1009044,2021
342063,1329
409367,1601
372319,1451
499131,1962
1028171,4094
1782372,3589
527792,1045
527147,1044
1190363,4748
515747,2029
495411,1947
380599,1485
603069,1198
462179,1813
665291,2632
332735,1292
985763,3923
937899,3730
663708,1321
575763,2271
303223,1173
2083102,4199
934427,3716
222623,848
884923,3517
895587,3560
349751,1360
778729,1554
305207,1181
971227,3865
25121,26
438039,1716
402659,1573
22656,21
287363,1110
378119,1475
1764624,3553
1138531,4539
372071,1450
356295,1387
300247,1161
640044,1273
1487899,2992
1116555,4451
1392409,2798
1001649,2006
713994,1423
944443,3757
1827576,3681
148815,551
1112574,2231
786219,3119
507315,1995
149227,553
356047,1386
252879,970
1155147,4606
347023,1349
865827,3440
151822,283
1833492,3693
1206737,2422
1203259,4800
2567228,5181
474083,1861
3684602,7447
1866523,3760
998198,1999
844003,3352
98578,175
605523,2391
1558398,3135
105480,189
229567,876
1738495,3500
2472808,4989
692723,2742
977427,3890
1302683,2616
517235,2035
740359,1476
1855336,3737
290479,1121
713008,1421
256599,985
934601,1870
1676718,3375
497891,1957
343895,1337
580723,2291
1632584,3285
241223,923
345135,1342
267167,1027
217167,826
1379098,2771
283369,550
836315,3321
496733,982
1550662,3119
363887,1417
719076,1433
983901,1970
1672774,3367
833835,3311
375791,1465
1557412,3133
1185735,4729
563288,1117
374303,1459
48785,74
1674746,3371
782995,3106
33743,87
250055,958
305455,1182
657944,1309
329251,1277
504091,1982
335863,1304
130623,240
393731,1537
1799475,3624
1148070,2303
542779,2138
349751,1360
253031,970
1775470,3575
65487,215
1512503,6046
818363,3248
454243,1781
550470,1091
635283,2511
296679,1146
445811,1747
484003,1901
180971,681
412743,1614
320487,1242
814491,3233
744560,1485
323215,1253
346127,1346
1681307,3384
834522,1667
1000987,3985
778035,3086
373159,1455
627155,2477
281551,1085
1001719,3987
379359,1480
1747710,3519
709064,1413
33247,85
842763,3347
160635,599
2539211,5124
1188496,2385
340919,1325
2369535,4780
572539,2258
523683,2061
112771,406
1020876,2045
298015,1152
248167,951
964779,3839
1748203,3520
799019,3170
772661,1542
1113560,2233
1078599,4297
290327,1121
1795531,3616
704134,1403
241979,927
702807,1400
1727990,3479
781042,1559
1742780,3509
377279,1471
609137,1210
286015,1103
372167,1451
2124021,4282
1006579,2016
336607,1307
1013787,4036
990475,3942
71935,241
301639,1166
1624119,3268
1509743,3036
1362677,2738
1148451,4579
285519,1101
507427,1004
405195,1582
174007,328
401667,1569
211227,803
945683,3762
453747,1779
329663,1279
291815,1127
294295,1137
1081491,4309
91676,161
306447,1186
498635,1960
652028,1297
344887,1341
1035666,2075
438039,1716
1638909,3298
833243,3308
750163,2973
435643,1706
757947,3005
1065246,2135
101199,359
345135,1342
306847,1187
782747,3105
612219,2418
1572202,3163
273509,530
891123,3542
491443,1931
297767,1151
750135,1496
1297983,5181
2527872,5101
1485927,2988
1058427,4216
2339462,4719
1048977,2102
493775,976
510043,2006
804858,1607
1097784,2201
1084966,2175
67223,222
461435,1810
250895,962
1507126,3031
593523,2342
950870,1903
1232032,2473
739782,1475
1122907,4476
469867,1844
382239,1491
336359,1306
59039,189
309423,1198
989483,3938
395383,1544
1022848,2049
374551,1460
485243,1906
518723,2041
326191,1265
490451,1927
682899,2703
992307,3950
329663,1279
1571709,3162
22583,42
57055,181
895491,3559
610731,2412
809531,3213
731894,1459
425227,1664
856155,3401
1141661,2290
558358,1107
238247,911
798867,3170
674371,2668
563611,2222
1761514,3547
356199,1386
842515,3346
335615,1303
291967,1127
669131,1332
1762007,3548
655027,2590
1663407,3348
1433176,2881
1526846,3071
614699,2428
610616,1213
854915,3396
893682,1787
319851,624
264299,1017
1027675,4092
286511,1105
342407,1331
410607,1606
1243023,4960
481523,1891
864739,3435
1480997,2978
232097,446
329015,1277
440519,1726
489679,968
869547,3455
296431,1145
693933,1382
933683,3713
827635,3286
316519,1226
634787,2509
462179,1813
1084284,2173
306199,1185
359671,1400
686879,1368
330007,1281
522443,2056
273119,1051
286855,1107
208735,792
720003,2852
512771,2017
2265512,4569
842763,3347
548731,2162
779771,3093
827883,3287
552203,2176
1375495,2764
206052,393
347519,1351
1071162,2147
1009407,4018
1965616,3961
230323,880
484408,957
1454868,2925
701499,2778
282143,1088
1755105,3534
391995,1530
530627,2089
495659,1948
494609,978
897723,3568
207259,787
1656998,3335
370137,726
358515,1395
3150038,6363
428615,1678
1089027,4340
920797,1842
276839,1066
1359831,5431
952379,3789
585091,2308
767123,3042
1521916,3061
627843,2481
537323,2116
323559,1255
1285617,2582
2702053,5454
494419,1943
616039,1224
167083,625
21839,39
987843,3932
521876,1033
468875,1840
824411,3273
327279,1270
979067,3896
997171,3969
389267,1519
813747,3230
2363703,4768
483915,956
499875,1965
193619,732
433907,1699
330655,1283
439859,1723
947667,3770
786467,3120
719259,2849
900547,3580
368599,1436
274715,1059
842267,3345
37446,51
693933,1382
317359,1230
410099,1603
35967,48
672979,2663
2423765,4890
453003,1776
780267,3095
969479,3857
343055,1333
1031722,2067
785723,3117
359175,1398
302727,1171
527651,2077
1170748,2349
1852378,3731
862107,3425
850203,3377
1088417,2182
723227,2865
1227647,4898
488467,1919
615887,1224
870291,3458
2942485,5942
1021369,2046
1675732,3373
312303,1209
76647,260
885075,3517
357439,1391
83788,145
846483,3362
1180927,4709
594840,1181
953335,1908
329251,1277
621053,1234
683580,1361
776039,3077
765139,3034
1632500,3285
557865,1106
73671,248
534843,2106
33995,44
399599,1561
717675,2842
643542,1279
886411,3523
144515,534
745205,1486
113847,410
413571,1617
777539,3084
663955,2626
765539,3035
325295,1262
644633,1282
1797010,3619
1020331,4063
584980,1161
1814417,3654
581529,1154
843755,3351
1781727,3588
1270827,2552
294791,1139
1929286,3887
457715,1795
1772360,3569
240975,922
1759694,3543
1206731,4814
1780248,3585
465403,1826
725485,1446
383231,1495
744219,1484
898563,3572
82847,285
96487,340
1143633,2294
253139,972
862755,3427
904171,3594
1050456,2105
929067,3695
602547,2379
854419,3394
482515,1895
293703,1134
493923,1941
539059,2123
585321,1162
513343,1016
490172,969
835075,3316
510537,1010
1705312,3433
689989,1374
510291,2007
250151,959
846139,3360
498883,1961
279911,1079
663367,1320
2217198,4471
1622615,6490
444239,1741
536514,1063
970235,3861
1425951,5697
801099,3179
32023,40
475571,1867
353567,1376
348511,1355
296183,1144
642509,1278
570683,1132
1126131,4489
2232329,4502
285367,1101
1114546,2235
920139,3659
238495,912
32007,80
2152956,4341
703793,1402
820195,3256
322471,1250
508906,1007
888051,3529
1003371,3994
238013,458
467883,1836
463057,914
342063,1329
684907,1364
320344,625
1012643,4032
1603754,3227
12167,0
939038,1879
294943,1139
2116967,4268
615195,2430
1634320,3289
432171,1692
899598,1799
2454908,4953
3011164,6081
39911,56
278671,1074
328519,1275
755715,2996
1887229,3802
388191,1515
302963,1171
580884,1153
1048977,2102
1762500,3549
844251,3353
274855,1058
591882,1175
1301886,2615
944691,3758
334375,1298
1295970,2603
307526,599
270735,1042
661379,2615
667804,1329
370915,1445
1542622,3103
907739,3609
144763,535
307343,1189
529139,2083
392903,1534
318351,1234
148780,277
696246,1387
898119,1796
777250,1551
101859,362
517287,1024
375887,1466
2259103,4556
1172227,2352
537993,1066
795643,3157
666531,2637
551707,2174
607013,1206
336703,1308
831851,3303
281895,1087
32999,84
794155,3151
73919,249
667652,1329
343303,1334
422003,1651
1564807,3148
381095,1487
788437,1574
890875,3541
1234156,2477
1123913,2254
384803,1501
553691,2182
1513535,3044
518425,1026
495254,979
84583,292
1617710,3255
522443,2056
439363,1721
893011,3549
1060259,4224
1819688,3665
1098343,4376
669624,1333
37711,103
647439,1288
762907,3025
321231,1245
503635,996
902063,1804
951856,1905
261311,1004
544019,2143
1740960,3505
254519,976
300895,1163
316519,1226
1016932,2037
1025539,4084
808539,3209
899803,3577
289583,1118
971083,1944
200067,758
359423,1399
319743,1239
869299,3454
408527,1597
335463,1303
108438,195
61271,198
655371,2592
454739,1783
1156944,2321
360015,1402
105663,377
364631,1420
448455,1758
1588471,3196
545259,2148
777787,3085
1181101,2370
1496280,3009
343551,1335
224511,855
788096,1573
825403,3277
412591,1614
1110755,4427
276191,1064
474827,1864
309327,1197
568323,2241
941715,3746
740987,2936
1711228,3445
312303,1209
667311,1328
330999,1285
658437,1310
859172,1717
430435,1685
309671,1199
244447,936
291319,1125
430187,1684
74911,253
1071162,2147
623434,1239
37446,51
636771,2517
17871,23
18367,25
2336011,4712
1104193,2214
342311,1330
800259,3175
808802,1615
243207,931
740835,2936
556915,2195
518723,2041
698579,2765
689499,2729
582211,2297
540547,2129
358527,1396
835075,3316
906499,3604
287847,1111
235519,900
409367,1601
903542,1807
684157,1362
691635,2737
514755,2025
966646,1935
950870,1903
1020383,2044
855721,1710
631663,1256
36719,99
899598,1799
996923,3968
1909566,3847
87807,305
658747,2605
624420,1241
514755,2025
315031,1220
1037195,4131
300991,1164
301639,1166
118807,430
292063,1128
1096207,4368
556491,1104
333383,1294
607165,1206
537571,2117
228091,871
925843,3682
535587,2109
494667,1944
223863,853
678498,1351
862603,3427
415307,1624
1254558,2519
448539,1758
978478,1959
558403,2201
590403,1172
1057931,4214
634128,1261
156259,292
401583,1569
1185639,4728
448703,1759
563115,2220
360415,1403
362399,1411
912355,3627
594347,1180
1542281,3102
499379,1963
1602768,3225
482929,954
298415,1153
578571,1148
626392,1245
386703,1509
445315,1745
464043,916
834331,3313
936573,1874
1464880,2945
308831,1195
1448459,2912
1011307,4026
386539,1508
464411,1822
740587,2935
1631362,3283
319495,1238
589910,1171
49771,76
1279360,2569
479787,1884
483507,1899
1288234,2587
1419372,2853
1675391,3372
661395,1316
1356268,2725
1793559,3612
180227,678
377532,741
419027,1639
324951,1260
909458,1819
936573,1874
789443,3132
665691,2633
657792,1309
1616079,3252
235919,901
970635,3862
410099,1603
90039,314
407619,1593
595826,1183
252135,967
801491,1600
1117504,2241
328671,1275
68012,113
1639743,3300
603443,2382
1974983,3980
301487,1166
1049963,2104
1430218,2875
898963,3573
486731,1912
887155,3526
750476,1497
467139,1833
924248,1849
1803419,3632
465319,1826
94503,332
349503,1359
720062,1435
609971,1212
1828951,7322
19855,31
630323,2491
518227,2039
317263,1229
1280194,2571
545881,1082
1845324,3717
589265,1170
1901185,3830
1101579,4390
667311,1328
438619,1718
1329153,2670
598827,2364
1458439,5828
1913017,3854
1032708,2069
620476,1233
773227,3066
562123,2216
1874070,3775
328175,1273
376783,1469
1371703,2756
373559,1456
331895,1288
728587,2886
388191,1515
1846803,3720
545507,2149
930657,1862
271975,1047
284127,1096
357783,1393
954019,3795
465522,919
668790,1331
457219,1793
927331,3688
31511,78
288591,1114
484513,958
364727,1421
341319,1326
246691,946
1326043,2664
568323,2241
428119,1676
293551,1134
334871,1300
810858,1619
80830,139
1029257,2062
1003621,2010
695547,2754
713459,2825
38207,105
777098,1551
1699396,3421
1256663,5015
576507,2274
41927,120
603069,1198
253871,974
633294,1259
543523,2141
844003,3352
250303,959
691961,1378
571024,1133
1842859,3712
341167,1326
610883,2412
464411,1822
547243,2156
813747,3230
446059,1748
1151521,2310
732387,1460
1352476,2717
265527,1021
501018,991
300647,1162
1527339,3072
582019,2295
1122434,2251
808309,1614
1622981,3266
1027511,4091
1121448,2249
2891213,5838
1068697,2142
540458,1071
261819,1007
651707,2576
1153493,2314
356447,1387
1115039,2236
451515,1770
1146963,4573
479539,1883
353815,1377
663611,2624
302231,1169
803872,1605
1915330,3859
959251,1920
1003715,3996
644974,1283
509051,2002
1683127,3388
372415,1452
331743,1288
571299,2253
921875,3666
509547,2004
425589,838
482019,1893
369191,1439
811515,3221
697725,1390
962209,1926
349599,1360
1841380,3709
907395,3607
52343,162
724347,1444
374303,1459
1830041,3686
239995,919
44841,66
562371,2217
1773346,3571
621310,1235
729429,1454
507086,1003
1385014,2783
1047498,2099
1706298,3435
374895,1462
477555,1875
848715,3371
22335,41
951883,3787
1917302,3863
1452403,2920
592035,2336
525419,2068
1170748,2349
1693139,3408
809767,3213
1113067,2232
685893,1366
851195,3381
897323,3567
794505,1586
335615,1303
1216104,2441
248179,952
1658136,3337
428203,1676
717771,2843
269156,521
272375,1048
887899,3529
396127,1547
1218076,2445
391511,1529
1768568,3561
513515,2020
296927,1147
529387,2084
739003,2928
1770388,3565
561164,1113
331495,1287
560635,2210
505827,1989
57659,92
672241,1338
263295,1012
733147,2905
781411,3099
677171,1348
876920,1753
696246,1387
77379,132
2243820,4525
630723,2492
217663,828
1174199,2356
836315,3321
1727497,3478
1021862,2047
598827,2364
957279,1916
730415,1456
332639,1291
1493322,3003
777743,1552
461085,910
819107,3251
824563,3273
1581805,3182
822179,3264
525668,1041
1651575,3324
1213450,2435
556667,2194
53087,165
489211,1922
483755,1900
280655,1082
550470,1091
341071,1325
29775,71
489707,1924
289583,1118
437627,1714
321727,1247
1074613,2154
685683,2713
973459,3874
219363,420
168091,316
634128,1261
368599,1436
628491,2483
531736,1053
681115,1356
611602,1215
854667,3395
1163846,2335
45827,68
1135745,2278
1771867,3568
980450,1963
350343,1363
542582,1075
300647,1162
282391,1089
518766,1027
428451,1677
840438,1679
333383,1294
368943,1438
335119,1301
563115,2220
688017,1370
366959,1430
272127,1047
633142,1259
824399,3272
1893638,3815
1005947,4005
909227,3615
871779,3464
780019,3094
1204747,4806
952627,3790
979907,3900
508177,1006
1502689,3022
341319,1326
2265019,4568
1096703,4370
367415,720
315859,1223
2095427,4224
953828,1909
526907,2074
860867,3420
321575,1247
603221,1198
288495,1113
517780,1025
1090419,4345
1197522,2403
563363,2221
793603,1584
825899,3279
333631,1295
1024039,4077
132859,487
279415,1077
391167,1527
674123,2667
605771,2392
1201275,4792
464327,1822
572787,2259
144847,535
178987,673
1267680,2545
15261,6
747177,1490
841523,3342
102439,364
1113560,2233
378519,1476
306599,1186
614203,2426
263295,1012
1777783,3580
1898227,3824
1272947,5081
496651,1952
1584034,3187
558899,2203
335863,1304
242615,928
48785,74
281647,1086
1055386,2115
1686085,3394
401679,1570
542779,2138
1302683,2616
1463978,2943
351831,1369
407123,1591
1292671,2596
1076585,2158
274455,1057
426879,1671
1836602,3699
77391,263
224371,856
510539,2008
759502,1515
448524,885
345619,1343
317511,1230
1139523,4543
131116,241
1773991,3572
636275,2515
209383,794
1010811,4024
1003455,3994
1097859,4375
1040323,4143
491443,1931
305855,1183
361655,1408
1749682,3523
89704,157
277927,1071
13159,4
276095,1063
240479,920
700835,1396
1174844,2357
1201314,2411
432915,1695
548235,2160
46813,70
347023,1349
664353,1322
872275,3466
784645,1566
2318263,4676
1035859,4125
482541,954
1828562,3683
664051,2627
1279975,5109
991789,1986
497567,984
689989,1374
1306179,5215
491443,1931
2196492,4429
560139,2208
979957,1962
374551,1460
1263275,5042
801499,3180
533107,2099
548731,2162
1619530,3259
247919,950
1283456,2577
1648276,3317
464163,1821
705120,1405
1681155,3384
