price,area
239003,915
1020876,2045
362483,1411
723020,1441
822427,3265
1090389,2186
512027,2014
745547,2955
297671,1150
1013481,2030
329511,1279
656465,1306
1841532,3709
571024,1133
1025291,4083
299751,1159
1741453,3506
754227,2990
147878,275
829027,3291
680470,1355
1241947,4956
663459,2624
1305919,5213
1397680,2809
759187,3010
823592,1645
190395,719
219151,834
445067,1744
774315,3071
471355,1850
566339,2233
274111,1055
383079,1495
867067,3445
541937,1074
355207,1382
2308403,4656
727457,1450
1252363,4998
453251,1777
350495,1363
1105179,2216
1486420,2989
303127,1172
771587,3060
2207831,4452
381827,1489
554414,1099
383479,1496
35479,94
1130815,2268
55815,176
794012,1585
329263,1278
524179,2063
363391,1415
540951,1072
1715665,3454
330255,1282
571517,1134
628395,2482
844499,3354
728443,1452
2198957,4434
1045779,4165
398133,782
389775,1522
343151,1334
353719,1376
666435,2636
628212,1249
682555,2701
1891666,3811
364975,1422
1046771,4169
678435,2685
391995,1530
1760528,3545
746043,2957
780208,1557
1197803,4778
1352969,2718
1002142,2007
976506,1955
655123,2591
533851,2102
447547,1754
346859,1348
683087,1360
429443,1681
53583,167
1210188,2429
363887,1417
2214581,4466
387283,1511
117319,424
510385,1010
523848,1037
872027,3465
879371,3494
314783,1219
387199,1511
347119,1350
540458,1071
918332,1837
984887,1972
436587,860
282383,548
546499,2153
144267,533
507191,1004
216435,824
1222513,2454
856651,3403
322223,1249
1764131,3552
562867,2219
1009171,4018
623035,2461
1044291,4159
593361,1178
1467686,2951
981383,3905
689837,1374
842515,3346
447299,1753
726699,2879
879963,3497
272871,1050
1017425,2038
1900199,3828
907979,1816
341663,1328
579405,1150
764147,3030
1742932,3509
562123,2216
1111499,4430
420423,828
709709,1414
756707,3000
937995,3731
730419,2894
1221527,2452
778320,1553
638011,2522
781259,3099
951139,3784
1000891,3984
749859,2973
1586006,3191
1652068,3325
1361691,2736
193123,730
299255,1157
405303,1584
2284330,4607
2303064,4645
575019,2268
2203394,4443
234431,895
1471289,2958
1766937,3558
505948,1001
814309,1626
459370,907
68012,113
445563,1746
202287,766
332887,1292
469123,1841
1261953,2534
711819,2819
1724539,3472
1098355,4377
353719,1376
319839,1240
398195,1555
808787,3210
310071,1200
713653,1422
652028,1297
969147,3856
590251,1172
737810,1471
1241451,4954
465029,918
310567,1202
1275909,2562
309498,603
663708,1321
803579,3189
293303,1133
463667,1819
575019,2268
561627,2214
635759,1264
423874,835
1624119,3268
252147,968
1037099,4130
487214,963
468875,1840
566587,1124
2103315,4240
139497,258
2002591,4036
703641,1402
1315851,5254
599323,2366
783250,1563
558403,2201
577499,2278
423491,1657
629350,1251
864587,3435
998198,1999
467883,1836
513515,2020
166119,312
531867,2094
1874904,3777
671339,1336
471851,1852
488467,1919
740339,2934
1160395,2328
3164487,6392
641675,1276
766627,3040
604207,1200
37463,102
457219,1793
50359,154
579169,1150
559685,1110
260471,1000
1655178,3331
1219959,4867
356199,1386
1526012,3069
864587,3435
507811,1997
712067,2820
845975,3359
511779,2013
563288,1117
863609,1726
560671,1112
812755,3226
577995,2280
714230,1423
228587,873
825403,3277
388191,1515
600263,1192
523683,2061
955259,3800
34239,89
396211,1547
445309,878
1274430,2559
79375,271
359519,1400
471851,1852
956843,3807
580391,1152
838051,3328
1169269,2346
45827,68
902531,3588
2641262,5331
856403,3402
643988,1281
296043,1145
520890,1031
562150,1115
397463,1553
640537,1274
781163,3098
745205,1486
1117451,4454
624123,2466
983035,3912
374055,1458
487723,1916
1187623,4736
888395,3531
421919,1651
1180115,2368
311311,1205
966267,3845
1182087,2372
852683,3387
332983,1293
730415,1456
1325550,2663
1844983,3716
58791,188
857693,1714
812746,1623
927699,1856
281551,1085
546251,2152
1198356,2405
480531,1887
1684113,3390
450439,1766
700315,2772
815979,3239
1182923,4718
727099,2880
656465,1306
949884,1901
2124021,4282
550467,2169
1096371,4369
1579597,3178
348759,1356
224607,856
2116967,4268
777743,1552
1504813,3026
583842,1159
580543,1152
539059,2123
794059,3150
654493,1302
795984,1589
736331,1468
256847,986
14399,9
1544101,3106
887651,3528
95127,168
1615423,6461
320487,1242
286015,1103
927331,3688
1407047,2828
1743766,3511
448539,1758
970235,3861
366711,1429
560139,2208
788180,1573
1531283,3080
1332945,2678
406143,1588
347767,1352
290479,1121
2374056,4789
895091,3558
2439132,4921
35231,93
75407,128
838959,1676
44348,65
1173706,2355
16879,19
993268,1989
833043,1664
669259,2648
883822,1767
383975,1498
278575,1073
367455,1432
894347,3555
888070,1775
220887,841
737658,1471
798867,3170
282295,1088
208747,793
383941,754
1886972,3801
484995,1905
617366,1227
801843,3182
19607,30
1613614,3247
622941,1238
733891,2908
2136346,4307
694274,1383
402163,1571
753979,2989
843907,3351
330503,1283
265775,1022
114591,413
773390,1543
832595,3306
872179,3465
364631,1420
757530,1511
776348,1549
810523,3217
780208,1557
702314,1399
218559,831
870691,3459
1651318,3323
242971,931
1434162,2883
419275,1640
252383,968
391663,1529
557865,1106
378615,1477
1085952,2177
926243,3683
846731,3363
364631,1420
297175,1148
364975,1422
810923,3218
163654,307
603691,2383
449531,1762
525668,1041
201803,765
523931,2062
527792,1045
21343,37
701176,1397
698427,2765
910219,3619
670762,1335
201531,384
410015,1603
253380,489
522195,2055
292311,1129
468379,1838
241623,924
932787,3710
664846,1323
806307,3200
47383,142
879219,3494
1583693,3186
517483,2036
817183,1632
297671,1150
975520,1953
1451417,2918
346871,1349
636252,1265
918555,3652
802835,3186
263543,1013
717597,1430
722868,1441
726603,2878
1874904,3777
771911,1540
241127,922
465029,918
613915,1220
891710,1783
1183667,4721
239735,917
596812,1185
1000643,3983
116819,212
96606,171
197671,376
2661627,5372
879963,3497
1829207,3684
907486,1815
668419,2644
596812,1185
400935,1567
905755,3601
1025443,4083
564603,2226
607013,1206
399847,1562
332639,1291
535835,2110
1136879,4532
422995,1655
388439,1516
1754119,3532
410015,1603
1974149,3978
229471,875
67519,112
470216,929
421767,1651
422415,1653
695905,1386
912947,3630
471355,1850
711475,2817
387199,1511
417208,821
359507,1399
1714679,3452
1730948,3485
661243,1316
846731,3363
206999,785
711681,1418
86253,150
1851240,3729
587445,1166
777195,3082
514974,1019
335711,1304
1337663,5341
1398514,2811
274359,1056
525915,2070
308583,1194
591883,2336
856651,3403
581715,2295
377031,1470
333135,1293
572162,1135
1163353,2334
1266831,5056
339679,1320
52095,161
483034,955
258087,991
860523,3418
430103,1684
885419,3519
143523,530
738355,2926
1510577,3038
293703,1134
359023,1398
458384,905
801595,3181
277431,1069
558155,2200
721243,2857
520459,2048
750507,2975
321079,1245
958758,1919
610957,1214
1504813,3026
12303,0
705120,1405
42919,124
538067,2119
1637278,3295
588772,1169
609137,1210
599323,2366
14399,9
1210039,4827
3004755,6068
75407,255
267511,1029
457219,1793
639551,1272
770347,3055
311063,1204
521203,2051
2135360,4305
218807,832
266175,1023
1620023,3260
631067,2494
297023,1148
317607,1231
647683,2561
1022563,4072
234927,897
434899,1703
770003,3053
700411,2773
668790,1331
1081022,2167
881107,3501
2342913,4726
386043,1506
324799,1260
931643,1864
422747,1654
687865,1370
284127,1096
614947,2429
1693973,3410
32751,83
375391,1464
714639,1424
955755,3802
350839,1365
896979,3565
147987,548
2068312,4169
2525323,5096
462179,1813
657451,1308
281551,1085
427707,1674
951387,3785
375560,737
348759,1356
267663,1029
283631,1094
1058179,4215
888395,3531
2066833,4166
1564807,3148
368847,1437
1626925,3274
1313951,5246
498553,986
318255,1233
841523,3342
598083,2361
354215,1378
485243,1906
518227,2039
2080485,4194
282295,1088
40935,116
747670,1491
543771,2142
1002939,2008
30271,73
261807,1006
515960,1021
1021475,4067
436883,1711
875995,3481
1779262,3583
571669,1134
695947,2755
378119,1475
879715,3496
214687,816
585966,1163
328919,1276
726062,1447
141469,262
341319,1326
46391,138
667427,2640
219659,837
311807,1207
842763,3347
307343,1189
587171,2317
763059,3025
50855,156
737810,1471
260223,999
1598483,3216
1098451,4378
741345,1478
842267,3345
452507,1774
1738836,3501
1496773,3010
286855,1107
709557,1414
512771,2017
844875,1688
1235824,2481
234775,897
1655103,6621
1032708,2069
2049085,4130
589758,1171
334148,653
511371,1012
76895,261
645467,1284
1800613,3626
417951,1635
284279,1096
758843,3008
319591,1239
271631,1045
636523,2516
941996,1885
927979,3690
446295,880
392751,1534
841275,3341
618845,1230
583699,2303
251887,966
229071,874
493427,1939
941123,3743
461435,1810
430187,1684
2256145,4550
1214625,2438
1103207,2212
145413,270
602083,1196
850451,3378
1916316,3861
616380,1225
54327,170
375543,1464
71687,240
1669323,3360
349351,1359
334623,1299
627378,1247
1740960,3505
619338,1231
354299,1378
1572519,6288
582363,1156
336455,1307
1014960,2033
676678,1347
236415,903
285271,1100
1171241,2350
630829,1254
261959,1006
808043,3207
1736371,3496
753731,2988
1334235,2680
1610163,3240
1021369,2046
616931,2437
1368745,2750
1973504,3977
396375,1548
836219,3320
1132415,4514
590451,2329
910937,1822
719011,2848
386303,1508
533107,2099
379511,1480
835323,3317
434899,1703
245191,939
1125885,2258
989083,3937
197835,749
647091,2558
834083,3312
947419,1896
365375,1423
1268514,2547
246927,946
1981544,3993
448787,1759
249903,958
482019,1893
2197478,4431
320087,1241
850947,3380
500619,1968
2269456,4577
482436,953
126186,231
718763,2847
835819,3319
889738,1779
1626584,3273
340919,1325
759683,3012
1840137,3706
1907935,3844
640196,1273
217923,830
489707,1924
312303,1209
374317,734
2344476,4729
231055,882
706599,1408
296775,1147
748740,1493
501859,1973
234153,450
107151,383
692454,1379
230323,880
1166311,2340
852763,1704
2058945,4150
780208,1557
679977,1354
653355,1300
569563,2246
427818,843
409107,1599
741838,1479
317359,1230
1019890,2043
820939,3259
1808349,3642
494866,979
497074,983
426832,841
553691,2182
498212,985
788851,3129
19205,14
315127,1221
304463,1178
680963,1356
843396,1685
488963,1921
458871,1800
887766,1775
2067410,4167
77379,132
931643,1864
803827,3190
883586,1767
1122434,2251
348359,1355
598784,1189
689989,1374
682211,2699
311311,1205
351239,1366
851284,1701
388935,1518
1081079,4307
1780741,3586
721882,1439
273215,1052
717427,2841
1537199,3092
1239920,2489
160883,600
370335,1443
223767,852
291071,1124
395773,778
650056,1293
731411,2898
364135,1418
355799,1385
871779,3464
50111,153
799859,3174
972069,1946
645619,1284
1638416,3297
459203,1801
1754119,3532
1154972,2317
535587,2109
2016054,4063
525419,2068
587667,2319
831259,3300
765043,3033
388771,1517
821931,3263
777250,1551
645507,2551
858635,3411
1343450,2699
599770,1191
732899,2904
75903,257
1103811,4399
398731,784
371575,1448
1049963,2104
745289,1486
345535,1343
1040596,2085
492683,1936
1242726,2495
401831,1570
265128,513
346775,1348
325543,1263
1240211,4949
736855,2919
508803,2001
1541295,3100
903675,3592
409107,1599
872976,1745
349999,1361
310319,1201
528395,2080
632555,2500
1617217,3254
2470600,4985
488963,1921
922123,3667
327679,1271
265775,1022
852187,3385
392655,1533
725826,1447
245935,942
1532762,3083
1113067,2232
522691,2057
258239,991
1056865,2118
1228803,4903
1078267,4296
451763,1771
1521082,3059
578912,1149
2310868,4661
1127867,4496
2305938,4651
421175,1648
572267,1136
828531,3289
1053414,2111
260567,1001
1754119,3532
1029257,2062
1923711,3876
1106658,2219
735627,2915
467635,1835
1763486,3551
1981544,3993
524189,1038
320335,1242
718583,1432
1192440,2393
1343602,2699
637731,1268
1543115,3104
346375,1347
911459,3624
905507,3600
600067,2369
648827,2565
293703,1134
53087,165
208995,794
904528,1809
544019,2143
12796,1
320983,1244
479819,948
913691,3633
1830686,3687
397367,1552
484901,958
1036652,2077
624913,1242
502649,994
468244,925
232695,888
483011,1897
45399,134
1665379,3352
885794,1771
32503,82
52095,161
564851,2227
1021369,2046
98471,348
2159517,4354
362647,1412
1075106,2155
763059,3025
744796,1485
1548690,3115
375543,1464
285271,1100
1534241,3086
440355,1725
795299,3155
1008551,2020
758939,3009
323559,1255
426467,1669
503595,1980
42919,124
540951,1072
987995,3932
549971,2167
1101728,2209
670155,2651
666666,1327
916323,3643
394787,776
74914,127
615546,1223
349103,1358
943203,3752
348015,1353
319591,1239
235919,901
616039,1224
98085,174
1871453,3770
1903991,3836
249655,957
812337,1622
896331,3563
323711,1255
1813772,3653
455321,898
1473261,2962
1159902,2327
1328167,2668
1175223,4686
650549,1294
1467193,2950
845368,1689
1007091,4009
417958,823
13159,4
129144,237
661075,2615
978171,3893
2149164,4333
523848,1037
571176,1133
1939639,3908
797875,3166
51103,157
1115219,4445
913895,1828
513763,2021
828131,3288
701821,1398
1032708,2069
566587,2234
247423,948
654986,1303
540051,2127
590891,2332
700659,2774
440107,1724
146399,272
738796,1473
1047005,2098
317511,1230
370583,1444
357439,1391
2618584,5285
465403,1826
848219,3369
367179,720
719417,1434
283135,1092
531123,2091
676755,2677
963195,1928
88551,308
215195,819
903542,1807
586800,1165
1052227,4191
1677919,6713
295935,1143
349999,1361
756211,2998
375543,1464
798449,1594
1558398,3135
447299,1753
816690,1631
512771,2017
1643687,3308
955603,3802
1004707,4000
86071,298
1150042,2307
244199,935
294447,1137
1256189,2522
14895,11
1033627,4116
327291,1271
705123,2792
828627,3290
728936,1453
1753626,3531
347367,1351
884315,1768
333135,1293
496088,981
50855,156
1792573,3610
567331,2237
601590,1195
1214625,2438
794651,3153
512771,2017
888051,3529
1483462,2983
336111,1305
176011,661
1808501,3642
476067,1869
832550,1663
176011,661
625363,2471
772813,1542
292959,1131
21343,37
830115,3296
339807,664
1528623,6111
494116,977
1061899,4230
917067,3646
487366,963
709557,1414
404807,1582
1747217,3518
519963,2046
285367,1101
210623,799
318103,1233
467139,1833
822579,3265
180971,681
562619,2218
370087,1442
1596852,3213
248179,952
323959,1256
234279,895
728443,1452
1719116,3461
138018,255
617179,2438
1997813,4026
1016932,2037
1009323,4018
685552,1365
1860114,3747
1081515,2168
2350801,4742
2482175,5008
1544594,3107
646946,1287
805435,1608
336111,1305
457467,1794
910963,3622
909951,1820
316519,1226
283535,1093
321727,1247
327267,1269
907979,1816
973211,3873
924107,3675
294943,1139
211711,804
563859,2223
305455,1182
497395,1955
407783,1594
225772,433
1993869,4018
669624,1333
592379,2338
41679,119
345383,1343
326687,1267
904515,3596
822179,3264
1196384,2401
293207,1132
599125,1190
391995,1530
227843,870
560635,2210
665187,1324
220887,841
223519,851
301143,1164
761419,3019
1153986,2315
272127,1047
409767,1602
794846,1587
952842,1907
288839,1115
209491,796
1911538,3851
312055,1208
1226457,2462
215195,819
488963,1921
688017,1370
348607,1356
379263,1479
363143,1414
307343,1189
3082990,6227
1827083,3680
77379,132
12663,2
259975,998
806337,1610
928192,1857
334719,1300
754227,2990
738355,2926
877235,3486
352231,1370
12303,0
1183870,2375
592375,1176
1623626,3267
307439,1190
791547,1580
1512701,3042
21839,39
439650,867
128158,235
1123420,2253
864587,3435
850203,3377
403567,1577
723971,2868
1683620,3389
761667,3020
966763,3847
325695,1263
1621009,3262
225115,859
631663,1256
24567,50
1402762,2819
1732579,3488
1567917,3154
860371,3418
459113,906
952627,3790
97592,173
296187,576
970590,1943
351735,1368
407123,1591
658778,1311
36471,98
385311,1504
829123,3292
1511904,3041
1037843,4133
391995,1530
1466700,2949
934771,3718
345783,1344
713307,2825
362895,1413
174275,654
906995,3606
36471,98
309423,1198
644955,2550
892363,3547
960563,3822
478547,1879
2014916,4061
434122,855
273971,1056
346871,1349
552451,2177
1019091,4058
202795,769
150467,558
592716,1177
18863,27
251899,967
597410,1187
745053,1486
410595,1605
512027,2014
515995,2030
1692987,3408
207755,789
364383,1419
836315,3321
310651,1202
682803,2702
260071,999
87311,303
293207,1132
427211,1672
653043,2582
180227,678
695412,1385
131619,482
1397680,2809
462839,1816
890147,1780
772813,1542
1039610,2083
476811,1872
990803,1984
689989,1374
711681,1418
867219,3445
370431,1444
721389,1438
931643,1864
2213254,4463
654187,2586
517932,1025
1363322,2739
532570,1055
369343,1439
1358885,2730
866819,3444
696739,1388
668915,2646
759435,3011
577995,2280
2024776,4081
660331,2612
1032387,4111
820225,1638
667311,1328
918899,3654
517483,2036
344791,1340
363887,1417
294047,1136
1085459,2176
769855,1536
473562,935
224123,855
1020235,4062
136663,502
873267,3470
29279,69
474396,937
1496773,3010
1075635,4286
200067,758
263295,1012
697725,1390
1977941,3986
1001731,3988
1968726,3967
178937,338
1544101,3106
1082501,2170
289831,1119
715473,1426
1912031,3852
527403,2076
80119,274
834827,3315
1827235,3680
820975,1640
1167297,2342
662874,1319
719569,1434
56807,180
567083,2236
369687,1441
376135,1467
257591,989
535587,2109
500371,1967
326260,637
230559,880
204779,777
948405,1898
515079,1020
316271,1225
606019,2393
1157437,2322
894099,3554
2235439,4508
801491,1600
269399,1036
359175,1398
1182675,4717
617859,1228
1023707,4076
99564,177
1014615,4039
1061302,2127
916419,3644
817467,3245
1511563,3040
614203,2426
1713352,3449
455979,1788
916571,3644
484747,1904
1900540,3829
694211,2748
553921,1098
783743,1564
557372,1105
706599,1408
833823,3310
445563,1746
319247,1237
1023211,4074
912603,3628
1065246,2135
936011,3723
363728,713
180909,342
546033,1082
491691,1932
299903,1159
594347,1180
523435,2060
867219,3445
361655,1408
2016054,4063
931643,1864
34239,89
672241,1338
504962,999
1140267,4546
1633979,3288
239487,916
369839,1441
318103,1233
1009171,4018
802241,1602
860074,1719
699849,1394
340079,1321
827387,3285
596843,2356
1776304,3577
471851,1852
715787,2835
346473,678
426963,1671
301143,1164
985380,1973
358527,1396
325047,1261
1178211,4699
473339,1858
258487,992
1013974,2031
1789122,3603
383479,1496
2128951,4292
842267,3345
314287,1217
1117504,2241
1655907,3332
1190115,4747
242475,929
478299,1878
1353783,5406
200315,759
38703,107
660257,1314
757851,3004
1197863,2404
502851,1977
830085,1658
240975,922
994031,3956
576011,2272
824811,3274
666683,2637
510539,2008
1408678,2831
113368,205
573148,1137
72927,245
562150,1115
741083,2937
294695,1138
1141472,2289
539555,2125
291719,1126
930059,3699
523931,2062
1074891,4283
2230252,4497
914587,3636
1085459,4325
1807022,3639
978887,1960
281895,1087
2646192,5341
617859,1228
369591,1440
2418919,4880
644633,1282
542779,2138
944461,1890
1824125,3674
284775,1098
828113,1654
400210,787
653507,1300
626885,1246
596660,1185
260967,1002
257839,990
757203,3002
1213179,4840
280559,1081
445811,1747
645851,2553
50855,156
38207,105
906499,3604
1514521,3046
1737357,3498
1005593,2014
1026299,2056
26600,29
265775,1022
534595,2105
612436,1217
1783206,3591
888259,1776
344047,1337
1989773,4010
440767,1727
996511,3966
771827,1540
1364308,2741
503347,1979
1349859,2712
457219,1793
551955,2175
632555,2500
2609369,5266
790683,3137
400095,1563
336359,1306
257095,987
865331,3438
703387,2785
1170255,2348
1564959,3148
282403,1090
22087,40
1135252,2277
761915,3021
257343,988
272127,1047
2382846,4807
309079,1196
1300900,2613
1464880,2945
447051,1752
74663,252
1476560,2969
619490,1231
874259,3474
334375,1298
412579,1613
370679,1445
283383,1093
485987,1909
330655,1283
514822,1019
1227936,2465
351323,1366
2381367,4804
469619,1843
571176,1133
1113483,4438
531371,2092
885794,1771
73435,124
1322383,5280
871497,1742
862130,1723
1491843,3000
757947,3005
802987,3186
342036,669
1709749,3442
2210296,4457
376535,1468
478985,946
1370907,5476
860651,1720
974947,3880
46887,140
981643,3907
401679,1570
286759,1106
840283,3337
285119,1100
443331,1737
872740,1745
430187,1684
189155,714
1052971,4194
161627,603
297271,1149
1459305,2934
274111,1055
1960922,3951
43663,127
293455,1133
41679,119
809283,3212
1528325,3074
422663,1654
2884804,5825
1238971,4944
474579,1863
757203,3002
1058344,2121
1265011,5049
1428739,2872
156007,580
139143,512
553195,2180
651876,1297
328519,1275
290975,1123
681456,1357
373559,1456
1954513,3938
907243,3607
638224,1269
1342464,2697
211215,802
2147685,4330
615546,1223
1044047,2092
431269,850
1621502,3263
599571,2367
360911,1405
1022848,2049
320735,1243
522217,1034
379015,1478
1682634,3387
1409512,2833
690482,1375
1033201,2070
289087,1116
383941,754
793519,1584
2129937,4294
877413,1754
626885,1246
302879,1171
638755,2525
509051,2002
543075,1076
458459,1798
773323,3067
200067,758
394294,775
387047,1511
874907,3476
697232,1389
749642,1495
298911,1155
668267,2644
300991,1164
780667,3096
329263,1278
258583,993
305951,1184
1679183,3380
414250,815
940379,3740
427375,1673
78858,135
1279853,2570
1968317,3966
752191,1500
822454,1643
313442,611
925843,3682
854915,3396
572162,1135
15639,14
1728483,3480
852187,3385
772813,1542
251817,486
1121448,2249
308939,1197
1737509,3498
347107,1349
258099,992
591883,2336
1403596,2821
757378,1511
996719,1996
368199,1435
1147577,2302
569067,2244
676033,1346
561316,1113
1257323,5018
2710282,5471
711529,1418
386787,1509
682955,2702
1446487,2908
196347,743
703139,2784
603562,1199
418199,1636
487471,964
270487,1041
260071,999
333879,1296
706599,1408
270143,1039
571176,1133
638565,1270
900795,3581
2088525,4210
881355,3502
844995,3356
309423,1198
339831,1320
880363,3498
519467,2044
455169,898
1124899,2256
430435,1685
280311,1080
2181702,4399
842515,3346
998011,3973
930211,3699
934923,3718
564851,2227
628705,1250
665339,1324
197091,746
1817868,3661
867715,3447
462223,912
1778769,3582
360415,1403
1208027,2424
2455894,4955
488715,1920
1183915,4722
669624,1333
809379,1616
69207,230
961955,3827
1372044,2757
652028,1297
908965,1818
450496,889
247423,948
647587,2560
877635,3487
514755,2025
516491,2032
280159,1080
83591,288
967755,3851
1376599,5498
540610,1071
280002,543
1904977,3838
328919,1276
33991,88
575954,1143
527899,2078
1589950,3199
314383,1218
280407,1081
801900,1601
1838574,3703
2102822,4239
700835,1396
1508264,3033
401087,1567
586675,2315
339466,663
14151,8
974041,1950
1525860,3069
274703,1058
706751,1408
1212671,4837
486721,962
516491,2032
539803,2126
831355,3301
49367,150
290823,1123
1922725,3874
307451,1191
778531,3088
198827,753
377775,1473
2948553,5954
344791,1340
1228429,2466
456971,1792
3460287,6992
343151,1334
550082,1091
29279,69
942982,1887
1669816,3361
268407,1032
567573,1126
471519,1851
880955,3501
1634320,3289
1024699,4080
772331,3063
551211,2172
777291,3083
842763,3347
314383,1218
230959,881
523187,2059
730756,1457
375143,1463
844995,3356
936755,3726
705765,1406
545507,2149
310911,1204
59039,189
1228429,2466
807795,3206
307343,1189
1701520,3425
745051,2953
762163,3022
856707,1712
397451,1552
702398,1399
914683,3637
415719,1626
1010523,2024
213211,811
463419,1818
2212761,4462
221891,846
678991,1352
570059,2248
843889,1686
100207,355
1095875,4367
497147,1954
602083,1196
749642,1495
832099,3304
639210,1271
1067218,2139
224015,853
452704,893
886563,3523
331991,1289
238259,912
1158423,2324
542089,1074
1110602,2227
535091,2107
746043,2957
562123,2216
783250,1563
635035,2510
785971,3118
468875,1840
726203,2877
809683,3213
1017107,4050
270551,524
320487,1242
34487,90
657299,1308
392655,1533
846979,3364
546374,1083
334719,1300
1166307,4651
1141755,4552
706258,1407
1711228,3445
369839,1441
694274,1383
1483121,2982
1055386,2115
433970,855
277583,1069
805435,1608
1052475,4192
483011,1897
1171241,2350
657259,2599
867067,3445
266023,1023
183947,693
1015453,2034
714947,2831
943947,3755
540051,2127
1618544,3257
21591,38
796139,3159
357287,1391
961716,1925
2594343,5236
705849,1406
428547,844
457219,1793
580391,1152
364479,1420
354854,695
773571,3068
1208861,2426
347863,1353
460443,1806
296031,1144
853675,3391
828131,3288
309175,1197
743563,2947
799928,1597
692454,1379
992707,3951
498883,1961
542531,2137
643771,2544
332735,1292
918651,3653
1241287,4953
1133773,2274
577251,2277
948399,3772
71956,121
863595,3431
268751,1034
992955,3952
960237,1922
746275,1488
845243,3357
1707284,3437
1654192,3329
311159,1205
846387,3361
1811800,3649
774315,3071
499627,1964
915923,3642
818955,3251
463171,1817
950051,3779
310167,1201
3534237,7142
1066725,2138
1043299,4155
1193426,2395
1883437,3794
1257668,2525
1111003,4428
427220,841
387779,1513
744803,2952
1754119,3532
1485471,5937
540610,1071
350495,1363
357935,1393
349999,1361
1821319,3668
502603,1976
295039,1140
339431,1319
1260474,2531
581467,2294
1777935,3580
780267,3095
1833492,3693
783491,3108
907891,3609
508555,2000
510878,1011
900299,3579
1008415,4014
863347,3430
488467,1919
979315,3897
1095627,4366
279815,1078
3070172,6201
328423,1274
330007,1281
423987,1659
747531,2963
385420,757
890627,3540
760829,1518
575515,2270
844747,3355
